respondent_id,age,gender,city,city_tier,occupation,monthly_income_band,skin_type,skin_tone,climate_zone,water_hardness,known_allergies,concern_acne_breakouts,concern_pigmentation_dark_spots,concern_open_pores,concern_dullness,concern_dark_circles,concern_uneven_skin_tone,concern_dryness_dehydration,concern_anti_ageing_wrinkles,concern_sensitivity_redness,concern_tan_removal,total_concerns,routine_steps,uses_cleanser,uses_moisturiser,uses_sunscreen,uses_serum,uses_acne_treatment,uses_brightening,uses_under_eye_cream,uses_ayurvedic,ingredient_awareness_score,psychographic_type,brand_openness,digital_content_hrs_week,online_shopping_freq,past_product_failure,failure_reason,current_satisfaction_score,preferred_format,preferred_brand_origin,importance_natural_ingredients,purchase_decision_driver,monthly_skincare_spend,premium_willingness,platform_appeal_score,will_signup
RESP_1240,22,Female,Chandigarh,Tier 2,Homemaker,"₹20,001–₹40,000",Combination,Medium Brown,Tropical Humid,Very Hard,,1,1,1,0,1,1,1,0,1,0,7,3,1,1,1,1,0,1,0,1,4.0,Budget Optimizer,Somewhat reluctant,2.0,Occasionally (once a month),1,No visible results,1.0,Gel,Ayurvedic / Herbal,Very Important,Online reviews,1294,"Yes, if proven effective",7.6,1
RESP_1241,42,Female,Varanasi,Tier 3,Self-employed / Freelancer,"₹20,001–₹40,000",Dry,Fair,Arid,Hard,None,0,0,0,0,0,0,0,1,1,1,3,4,0,0,1,1,0,0,0,0,2.4,Ingredient Nerd,Very willing,5.7,Regularly (2–3 times a month),1,Too expensive,4.3,Serum / Oil,No preference,Very Important,Ingredient list,1240,No,6.9,0
RESP_1242,37,Female,Coimbatore,Tier 2,Student,"Below ₹20,000",Oily,Medium Brown,Arid,Soft,None,1,1,0,0,1,0,0,0,0,1,4,5,0,1,1,0,0,1,1,1,6.1,Trend Follower,Somewhat willing,6.9,Regularly (2–3 times a month),1,Wrong skin type match,4.7,Cream,International Western,Somewhat Important,Dermatologist recommendation,1151,No,8.5,1
RESP_1243,37,Female,Indore,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Combination,Fair,Semi-Arid,Very Hard,Sulfates,0,1,0,1,1,1,0,0,0,1,5,3,1,1,1,1,0,1,0,1,5.1,Budget Optimizer,Neutral,3.1,Regularly (2–3 times a month),0,N/A,5.9,Cream,Korean (K-beauty),Somewhat Important,Friend / family word of mouth,2065,"Yes, if proven effective",3.5,1
RESP_1244,41,Male,Dehradun,Tier 3,Student,"Below ₹20,000",Normal,Medium Brown,Tropical Humid,Don't Know,Parabens,1,1,0,0,1,0,0,0,0,0,3,6,1,1,0,1,0,0,0,1,4.2,Ingredient Nerd,Very willing,9.0,Occasionally (once a month),1,Wrong skin type match,7.9,Gel,Indian / Homegrown,Somewhat Important,Price / discount,13437,Maybe,4.7,0
RESP_1245,37,Male,Kochi,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Sensitive,Dark Brown,Semi-Arid,Moderately Hard,None,0,1,0,0,0,1,0,1,1,1,5,4,1,0,0,0,0,1,0,1,5.6,Budget Optimizer,Very reluctant,3.4,Regularly (2–3 times a month),1,Misleading claims,5.4,Serum / Oil,Indian / Homegrown,Somewhat Important,Dermatologist recommendation,2792,Maybe,6.2,0
RESP_1246,32,Female,Bhopal,Tier 2,Salaried – Government,"₹40,001–₹70,000",Sensitive,Fair,Semi-Arid,Moderately Hard,None,0,0,0,1,1,0,1,0,0,1,4,1,1,1,0,1,0,0,1,0,1.8,Ingredient Nerd,Somewhat willing,5.3,Never,0,N/A,7.1,Powder,Korean (K-beauty),Neutral,Friend / family word of mouth,2274,Maybe,2.7,0
RESP_1247,21,Female,Dehradun,Tier 3,Self-employed / Freelancer,"Below ₹20,000",Combination,Wheatish,Semi-Arid,Soft,None,1,1,1,1,1,0,0,0,0,0,5,5,1,0,1,0,1,0,1,1,3.8,Trend Follower,Neutral,5.5,Very Frequently (weekly),1,Wrong skin type match,6.2,Cream,International Western,Not Important,Social media / influencer,1348,Maybe,7.7,0
RESP_1248,19,Female,Mysuru,Tier 3,Salaried – Private,"Below ₹20,000",Combination,Dark Brown,Arid,Very Hard,Parabens,0,1,0,0,0,0,1,0,1,1,4,3,1,1,0,1,0,1,0,0,2.2,Convenience Seeker,Very willing,3.3,Occasionally (once a month),1,Caused breakouts,5.9,Gel,Indian / Homegrown,Neutral,Dermatologist recommendation,763,No,4.6,0
RESP_1249,45,Male,Patna,Tier 2,Salaried – Government,"₹40,001–₹70,000",Combination,Medium Brown,Moderate,Soft,Alcohol,0,1,1,0,1,1,0,0,0,0,4,6,0,1,0,0,0,1,1,0,7.5,Budget Optimizer,Somewhat reluctant,3.6,Occasionally (once a month),1,Wrong skin type match,4.9,Gel,Indian / Homegrown,Somewhat Important,Online reviews,2959,"Yes, if proven effective",6.6,0
RESP_1250,32,Male,Vadodara,Tier 2,Business Owner,"₹40,001–₹70,000",Dry,Wheatish,Arid,Hard,Sulfates,0,0,0,0,1,0,0,1,0,0,2,3,0,1,1,0,0,0,0,1,3.2,Ingredient Nerd,Neutral,1.7,Occasionally (once a month),1,No visible results,6.9,Foam / Mousse,Indian / Homegrown,Neutral,Dermatologist recommendation,1959,"Yes, definitely",3.0,0
RESP_1251,38,Female,Patna,Tier 2,Student,"₹20,001–₹40,000",Combination,Medium Brown,Arid,Hard,Sulfates,0,0,0,0,0,0,1,1,0,1,3,4,0,0,0,0,0,0,0,1,4.1,Ayurveda Loyalist,Somewhat reluctant,5.2,Occasionally (once a month),1,Misleading claims,1.0,Serum / Oil,Korean (K-beauty),Neutral,Ingredient list,2077,"Yes, if proven effective",8.7,1
RESP_1252,28,Female,Jabalpur,Tier 3,Salaried – Private,,Dry,Wheatish,Arid,Soft,None,0,0,0,1,0,0,1,1,1,0,4,6,1,1,1,1,0,0,0,0,6.6,Minimalist,Somewhat willing,2.1,Regularly (2–3 times a month),1,No visible results,8.1,Foam / Mousse,International Western,Neutral,Price / discount,1090,Maybe,6.3,1
RESP_1253,21,Female,Coimbatore,Tier 2,Salaried – Government,"Below ₹20,000",Dry,Dark Brown,Arid,Moderately Hard,None,0,0,0,0,1,1,1,1,1,1,6,3,0,1,0,0,0,0,1,1,4.7,Ingredient Nerd,Somewhat willing,5.6,Rarely (once in 3–6 months),1,No visible results,4.3,Cream,Ayurvedic / Herbal,Very Important,Online reviews,1609,"Yes, if proven effective",7.2,0
RESP_1254,21,Female,Bangalore,Tier 1,Business Owner,"₹20,001–₹40,000",Combination,Medium Brown,Tropical Humid,Very Hard,None,1,0,1,0,1,1,1,0,0,1,6,3,1,1,1,1,1,0,1,0,4.1,Convenience Seeker,Somewhat willing,2.2,Very Frequently (weekly),0,N/A,9.4,Lotion,No preference,Very Important,Online reviews,1979,Maybe,2.0,0
RESP_1255,34,Female,Dehradun,Tier 3,Student,"Below ₹20,000",Dry,Medium Brown,Semi-Arid,Moderately Hard,Multiple,0,0,0,1,0,0,1,1,0,0,3,5,0,1,0,1,0,0,0,0,6.7,Trend Follower,Neutral,6.5,Very Frequently (weekly),1,No visible results,5.4,Cream,International Western,Very Important,Ingredient list,1443,"Yes, if proven effective",7.1,1
RESP_1256,27,Female,Bhopal,Tier 2,Student,"Below ₹20,000",Oily,Dark Brown,Tropical Humid,Hard,Sulfates,1,1,0,0,1,1,0,1,0,1,6,4,1,1,0,1,0,1,1,0,5.7,Ayurveda Loyalist,Somewhat reluctant,4.7,Never,0,N/A,8.5,Cream,Indian / Homegrown,Not Important,Online reviews,1343,Maybe,2.6,0
RESP_1257,23,Male,Pune,Tier 1,Student,"₹20,001–₹40,000",Oily,Medium Brown,Semi-Arid,Very Hard,None,1,1,0,0,0,0,0,1,0,1,4,5,1,1,0,0,0,1,0,0,8.4,Budget Optimizer,Very reluctant,3.9,Occasionally (once a month),1,Ingredient sensitivity,6.9,Lotion,Ayurvedic / Herbal,Somewhat Important,Social media / influencer,1944,"Yes, definitely",6.1,0
RESP_1258,29,Female,Lucknow,Tier 2,Student,"Below ₹20,000",Normal,Wheatish,Moderate,Moderately Hard,None,0,0,0,1,0,0,0,0,0,1,2,4,1,0,0,1,0,0,0,0,6.7,Trend Follower,Neutral,0.3,Regularly (2–3 times a month),1,No visible results,4.7,Gel,No preference,Somewhat Important,Social media / influencer,1431,"Yes, if proven effective",8.7,0
RESP_1259,20,Female,Coimbatore,Tier 2,Homemaker,"₹20,001–₹40,000",Combination,Dark Brown,Moderate,Soft,None,1,1,0,0,0,0,0,0,1,0,3,3,1,0,0,1,0,1,0,0,3.0,Trend Follower,Very willing,6.1,Occasionally (once a month),0,N/A,10.0,Serum / Oil,Indian / Homegrown,Neutral,Friend / family word of mouth,1720,Maybe,1.6,0
RESP_1260,31,Male,Jabalpur,Tier 3,Self-employed / Freelancer,"₹20,001–₹40,000",Combination,Wheatish,Arid,Soft,None,0,1,1,0,0,1,1,0,0,0,4,4,1,0,1,1,0,0,0,0,2.8,Convenience Seeker,Somewhat reluctant,1.3,Regularly (2–3 times a month),1,No visible results,5.0,Lotion,Ayurvedic / Herbal,Very Important,Online reviews,975,"Yes, if proven effective",7.0,1
RESP_1261,24,Female,Chennai,Tier 1,Salaried – Government,"Above ₹1,00,000",Dry,Fair,Arid,Hard,Fragrance,1,0,0,1,1,1,1,0,0,1,6,3,0,1,0,1,0,0,0,1,2.5,Ayurveda Loyalist,Somewhat reluctant,5.0,Regularly (2–3 times a month),0,N/A,5.3,Cream,Ayurvedic / Herbal,Neutral,Friend / family word of mouth,6292,"Yes, if proven effective",4.3,0
RESP_1262,38,Female,Agra,Tier 3,Salaried – Private,"₹20,001–₹40,000",Dry,Fair,Tropical Humid,Soft,Alcohol,0,0,0,0,0,1,1,1,1,1,5,2,1,1,0,0,0,0,0,0,3.6,Budget Optimizer,Very reluctant,3.2,Rarely (once in 3–6 months),0,N/A,7.5,Cream,Korean (K-beauty),Very Important,Price / discount,1360,"Yes, definitely",1.2,0
RESP_1263,25,Female,Jaipur,Tier 2,Self-employed / Freelancer,"₹40,001–₹70,000",Oily,Dark Brown,Moderate,Hard,Parabens,1,0,0,1,0,0,0,0,0,0,2,4,1,1,1,0,0,0,0,1,2.6,Ingredient Nerd,Neutral,3.6,Rarely (once in 3–6 months),0,N/A,5.6,Cream,International Western,Somewhat Important,Online reviews,2698,Maybe,5.0,1
RESP_1264,28,Female,Bangalore,Tier 1,Student,"₹20,001–₹40,000",Dry,Medium Brown,Tropical Humid,Moderately Hard,None,0,1,0,0,0,0,1,1,1,0,4,1,1,1,0,1,0,0,0,0,3.2,Trend Follower,Very willing,8.8,Regularly (2–3 times a month),1,Wrong skin type match,2.6,Cream,Korean (K-beauty),Not Important,Friend / family word of mouth,1994,"Yes, if proven effective",8.8,1
RESP_1265,18,Male,Jabalpur,Tier 3,Salaried – Private,"₹40,001–₹70,000",Combination,Wheatish,Semi-Arid,Hard,Sulfates,0,0,1,1,1,1,0,0,0,1,5,1,1,0,0,0,0,0,1,0,0.0,Ingredient Nerd,Neutral,5.7,Regularly (2–3 times a month),1,Too expensive,5.6,Cream,Indian / Homegrown,Very Important,Brand reputation,2616,"Yes, definitely",6.5,0
RESP_1266,20,Female,Bhopal,Tier 2,Salaried – Private,"₹40,001–₹70,000",Dry,Wheatish,Arid,Moderately Hard,None,0,1,0,0,1,0,1,1,0,0,4,2,1,1,1,0,0,1,1,0,2.7,Convenience Seeker,Somewhat willing,1.3,Very Frequently (weekly),1,Ingredient sensitivity,3.6,Gel,International Western,Not Important,Social media / influencer,2300,Maybe,4.7,1
RESP_1267,27,Female,Chennai,Tier 1,Student,"Below ₹20,000",Dry,Fair,Tropical Humid,Hard,None,0,0,0,1,1,1,1,1,0,1,6,4,1,1,1,0,0,0,0,1,5.6,Minimalist,Neutral,0.5,Very Frequently (weekly),0,N/A,5.8,Cream,Ayurvedic / Herbal,Neutral,Friend / family word of mouth,1608,"Yes, definitely",4.0,0
RESP_1268,28,Female,Lucknow,Tier 2,Salaried – Private,"₹40,001–₹70,000",Oily,Fair,Tropical Humid,Very Hard,Fragrance,1,1,0,1,0,0,0,0,0,0,3,3,1,1,0,0,1,0,0,1,5.9,Convenience Seeker,Somewhat willing,1.3,Rarely (once in 3–6 months),0,N/A,5.9,Lotion,Indian / Homegrown,Somewhat Important,Dermatologist recommendation,2675,"Yes, if proven effective",3.4,1
RESP_1269,31,Male,Dehradun,Tier 3,Salaried – Private,"Below ₹20,000",Dry,Dark Brown,Moderate,Don't Know,Parabens,0,1,0,1,0,0,1,0,0,0,3,3,0,1,1,1,0,1,0,0,3.5,Convenience Seeker,Neutral,5.6,Regularly (2–3 times a month),0,N/A,7.6,Lotion,No preference,Very Important,Friend / family word of mouth,730,"Yes, definitely",3.5,0
RESP_1270,25,Male,Kolkata,Tier 1,Student,,Oily,Medium Brown,Moderate,Soft,None,0,1,1,1,0,1,0,1,0,1,6,3,0,0,1,1,0,1,0,0,8.2,Ayurveda Loyalist,Neutral,2.3,Regularly (2–3 times a month),1,Wrong skin type match,3.7,Gel,Indian / Homegrown,Very Important,Dermatologist recommendation,1157,Maybe,8.3,1
RESP_1271,34,Female,Chennai,Tier 1,Student,"Below ₹20,000",Combination,Dark Brown,Semi-Arid,Hard,Parabens,0,0,0,1,0,0,0,0,1,0,2,3,1,1,1,1,0,0,0,0,4.9,Budget Optimizer,Somewhat reluctant,0.2,Regularly (2–3 times a month),1,No visible results,4.0,Sheet Mask,Korean (K-beauty),Somewhat Important,Brand reputation,961,"Yes, if proven effective",6.8,1
RESP_1272,42,Female,Delhi,Tier 1,Self-employed / Freelancer,"Above ₹1,00,000",Dry,Wheatish,Moderate,Hard,Sulfates,0,1,0,1,0,0,1,1,0,0,4,3,0,1,0,0,0,0,0,0,5.1,Convenience Seeker,Neutral,0.9,Occasionally (once a month),0,N/A,8.6,Gel,Indian / Homegrown,Somewhat Important,Social media / influencer,4879,No,2.6,1
RESP_1273,37,Male,Kolkata,Tier 1,Student,"₹20,001–₹40,000",Normal,Medium Brown,Moderate,Hard,Fragrance,1,0,1,0,1,0,1,0,0,0,4,2,1,1,1,0,0,0,1,0,2.5,Trend Follower,Very willing,4.6,Regularly (2–3 times a month),1,Misleading claims,7.0,Lotion,Ayurvedic / Herbal,Somewhat Important,Friend / family word of mouth,1906,Maybe,7.0,1
RESP_1274,19,Female,Ranchi,Tier 3,Business Owner,"₹20,001–₹40,000",Combination,Wheatish,Tropical Humid,Soft,None,1,1,1,0,1,0,1,0,0,1,6,4,1,0,0,1,0,1,1,1,2.8,Ingredient Nerd,Somewhat willing,6.1,Very Frequently (weekly),1,Too expensive,4.6,Cream,Indian / Homegrown,Very Important,Dermatologist recommendation,2549,"Yes, definitely",8.7,1
RESP_1275,28,Male,Nagpur,Tier 2,Student,"Below ₹20,000",Dry,Dark Brown,Moderate,Soft,None,1,1,0,0,0,0,0,0,1,0,3,2,1,0,1,1,1,0,0,0,1.1,Ingredient Nerd,Somewhat willing,4.8,Rarely (once in 3–6 months),1,Caused breakouts,6.3,Serum / Oil,Ayurvedic / Herbal,Very Important,Dermatologist recommendation,1105,"Yes, if proven effective",5.5,1
RESP_1276,21,Male,Chennai,Tier 1,Self-employed / Freelancer,"Below ₹20,000",Dry,Dark Brown,Moderate,Hard,,0,0,0,0,0,0,1,1,0,1,3,4,1,1,1,1,0,0,0,1,5.5,Ingredient Nerd,Very willing,3.3,Regularly (2–3 times a month),1,Wrong skin type match,2.8,Cream,No preference,Neutral,Social media / influencer,1790,"Yes, definitely",7.6,0
RESP_1277,24,Male,Pune,Tier 1,Homemaker,"Above ₹1,00,000",Combination,Dark Brown,Tropical Humid,Soft,Fragrance,1,0,0,0,0,1,0,0,0,1,3,3,1,1,1,1,1,0,0,1,3.8,Convenience Seeker,Neutral,4.6,Occasionally (once a month),1,Caused breakouts,3.9,Gel,Korean (K-beauty),Very Important,Online reviews,4889,Maybe,6.7,0
RESP_1278,50,Female,Ahmedabad,Tier 1,Business Owner,"₹70,001–₹1,00,000",Oily,Medium Brown,Tropical Humid,Very Hard,Fragrance,1,1,1,1,1,1,0,1,0,1,8,3,0,0,1,0,1,1,0,0,4.2,Convenience Seeker,Somewhat willing,1.1,Rarely (once in 3–6 months),1,Wrong skin type match,7.3,Lotion,No preference,Somewhat Important,Brand reputation,3965,Maybe,3.7,1
RESP_1279,22,Female,Amritsar,Tier 3,Homemaker,"₹40,001–₹70,000",Combination,Fair,Tropical Humid,Very Hard,None,0,1,1,0,0,0,0,0,1,0,3,2,1,1,1,1,0,1,0,0,0.3,Ayurveda Loyalist,Very reluctant,2.6,Rarely (once in 3–6 months),1,No visible results,8.4,Sheet Mask,Korean (K-beauty),Very Important,Price / discount,2236,"Yes, if proven effective",4.1,0
RESP_1280,29,Male,Hyderabad,Tier 1,Salaried – Private,"₹40,001–₹70,000",Sensitive,Medium Brown,Arid,Soft,,1,0,0,0,0,1,0,0,1,1,4,4,1,1,0,1,0,0,0,1,4.7,Minimalist,Neutral,1.5,Rarely (once in 3–6 months),1,Ingredient sensitivity,2.1,Foam / Mousse,Korean (K-beauty),Somewhat Important,Brand reputation,2272,Maybe,6.4,0
RESP_1281,32,Female,Jodhpur,Tier 3,Salaried – Private,"₹20,001–₹40,000",Oily,Fair,Moderate,Hard,None,1,0,1,1,1,0,0,0,0,0,4,4,0,1,1,1,0,0,1,1,3.6,Trend Follower,Somewhat willing,4.5,Regularly (2–3 times a month),1,Caused breakouts,4.2,Cream,Korean (K-beauty),Neutral,Online reviews,1427,No,7.8,1
RESP_1282,35,Female,Chandigarh,Tier 2,Salaried – Private,"₹40,001–₹70,000",Combination,Fair,Arid,Hard,Parabens,0,0,1,0,0,0,0,0,0,1,2,5,1,1,1,0,0,0,0,0,3.1,Trend Follower,Very willing,2.3,Occasionally (once a month),0,N/A,4.0,Cream,International Western,Very Important,Online reviews,2763,No,4.0,1
RESP_1283,30,Male,Hyderabad,Tier 1,Student,,Normal,Wheatish,Semi-Arid,Don't Know,Sulfates,0,1,0,0,1,0,1,0,0,0,3,3,1,1,1,0,0,0,0,0,6.9,Trend Follower,Neutral,4.2,Very Frequently (weekly),0,N/A,8.0,Lotion,No preference,Very Important,Friend / family word of mouth,1610,"Yes, definitely",5.4,0
RESP_1284,18,Male,Madurai,Tier 3,Student,"Below ₹20,000",Dry,Wheatish,Arid,Don't Know,None,0,1,0,0,1,1,1,0,0,1,5,5,0,1,1,0,0,0,1,1,6.1,Convenience Seeker,Somewhat willing,2.7,Very Frequently (weekly),0,N/A,4.1,Gel,Indian / Homegrown,Very Important,Price / discount,907,"Yes, if proven effective",4.6,0
RESP_1285,25,Female,Chandigarh,Tier 2,Homemaker,"₹70,001–₹1,00,000",Combination,Medium Brown,Moderate,Soft,Multiple,0,1,1,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,0,6.5,Convenience Seeker,Somewhat willing,1.4,Rarely (once in 3–6 months),0,N/A,5.6,Lotion,Korean (K-beauty),Not Important,Online reviews,3217,"Yes, if proven effective",3.6,0
RESP_1286,29,Female,Surat,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Wheatish,Tropical Humid,Hard,Fragrance,1,1,1,0,1,1,0,0,0,0,5,2,0,0,0,1,0,1,0,0,1.6,Budget Optimizer,Very reluctant,5.1,Regularly (2–3 times a month),1,Wrong skin type match,3.7,Serum / Oil,Korean (K-beauty),Very Important,Dermatologist recommendation,1501,Maybe,8.1,1
RESP_1287,20,Female,Trichy,Tier 3,Salaried – Government,"Below ₹20,000",Oily,Wheatish,Arid,Very Hard,,1,0,0,1,1,1,1,0,0,1,6,2,1,0,1,1,0,0,0,1,1.2,Budget Optimizer,Neutral,2.8,Rarely (once in 3–6 months),0,N/A,8.3,Gel,Indian / Homegrown,Somewhat Important,Social media / influencer,997,Maybe,1.5,0
RESP_1288,26,Male,Kolkata,Tier 1,Homemaker,"₹70,001–₹1,00,000",Combination,Fair,Tropical Humid,Very Hard,Sulfates,1,1,0,1,0,0,0,1,1,1,6,2,1,1,0,1,1,0,0,0,6.3,Convenience Seeker,Very willing,1.4,Occasionally (once a month),1,Wrong skin type match,3.7,Sheet Mask,Ayurvedic / Herbal,Very Important,Dermatologist recommendation,3840,Maybe,5.4,0
RESP_1289,19,Male,Delhi,Tier 1,Salaried – Government,"₹20,001–₹40,000",Combination,Medium Brown,Moderate,Hard,None,1,1,0,0,0,0,1,0,0,0,3,4,1,1,1,0,0,0,0,0,7.7,Minimalist,Somewhat reluctant,1.7,Rarely (once in 3–6 months),1,Misleading claims,6.3,Lotion,Indian / Homegrown,Very Important,Social media / influencer,1899,No,5.6,0
RESP_1290,20,Female,Indore,Tier 2,Salaried – Government,"₹70,001–₹1,00,000",Sensitive,Medium Brown,Moderate,Moderately Hard,None,0,0,0,1,1,0,1,1,1,1,6,3,1,1,0,1,0,0,0,0,3.1,Ayurveda Loyalist,Somewhat reluctant,2.3,Regularly (2–3 times a month),1,Misleading claims,1.0,Gel,Indian / Homegrown,Neutral,Online reviews,2808,"Yes, definitely",9.5,1
RESP_1291,27,Female,Chennai,Tier 1,Self-employed / Freelancer,"₹70,001–₹1,00,000",Oily,Fair,Arid,Hard,None,0,1,1,1,0,1,0,0,0,0,4,4,1,0,1,1,0,1,0,0,4.2,Trend Follower,Somewhat willing,5.0,Occasionally (once a month),1,Ingredient sensitivity,8.8,Gel,No preference,Neutral,Friend / family word of mouth,4140,"Yes, if proven effective",4.7,1
RESP_1292,21,Male,Pune,Tier 1,Student,"₹20,001–₹40,000",Dry,Medium Brown,Moderate,Moderately Hard,Alcohol,0,0,0,0,1,0,1,0,0,1,3,3,0,1,0,0,0,0,0,0,6.9,Ingredient Nerd,Very willing,4.3,Very Frequently (weekly),1,No visible results,4.1,Cream,Ayurvedic / Herbal,Neutral,Friend / family word of mouth,2396,No,8.4,1
RESP_1293,30,Female,Delhi,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Oily,Medium Brown,Semi-Arid,Moderately Hard,None,1,1,1,0,0,1,0,0,1,1,6,3,0,1,0,1,0,1,0,0,3.8,Ingredient Nerd,Very willing,6.6,Rarely (once in 3–6 months),0,N/A,7.8,Lotion,Ayurvedic / Herbal,Very Important,Friend / family word of mouth,2547,"Yes, if proven effective",2.2,0
RESP_1294,34,Female,Delhi,Tier 1,Business Owner,"₹20,001–₹40,000",Oily,Wheatish,Arid,Moderately Hard,None,0,1,0,1,0,0,0,0,0,0,2,6,1,1,1,0,0,1,0,0,8.2,Ayurveda Loyalist,Somewhat reluctant,4.0,Rarely (once in 3–6 months),1,Ingredient sensitivity,5.5,Lotion,International Western,Very Important,Social media / influencer,1961,Maybe,7.9,0
RESP_1295,39,Non-binary / Prefer not to say,Amritsar,Tier 3,Homemaker,"₹20,001–₹40,000",Dry,Medium Brown,Semi-Arid,Soft,None,0,0,0,1,1,0,1,1,0,0,4,3,1,0,0,0,0,0,1,0,3.4,Ingredient Nerd,Somewhat willing,6.5,Regularly (2–3 times a month),1,Caused breakouts,6.3,Gel,Indian / Homegrown,Somewhat Important,Dermatologist recommendation,1524,No,7.7,1
RESP_1296,23,Female,Pune,Tier 1,Homemaker,"Above ₹1,00,000",Dry,Wheatish,Semi-Arid,Very Hard,Parabens,0,0,0,1,1,0,1,1,1,0,5,4,1,0,0,0,0,0,0,1,5.2,Minimalist,Somewhat willing,2.0,Very Frequently (weekly),1,Caused breakouts,1.3,Cream,International Western,Very Important,Friend / family word of mouth,3503,Maybe,9.2,1
RESP_1297,22,Male,Lucknow,Tier 2,Salaried – Private,"₹20,001–₹40,000",Oily,Fair,Arid,Hard,Parabens,1,1,0,0,1,0,0,0,1,1,5,2,1,0,0,0,0,0,1,0,1.3,Trend Follower,Very willing,6.6,Regularly (2–3 times a month),1,Caused breakouts,5.9,Serum / Oil,Ayurvedic / Herbal,Not Important,Social media / influencer,1264,Maybe,7.1,1
RESP_1298,21,Female,Jaipur,Tier 2,Homemaker,"₹40,001–₹70,000",Oily,Medium Brown,Tropical Humid,Hard,Fragrance,1,1,1,1,1,1,0,0,0,1,7,2,1,1,1,0,0,0,0,1,4.1,Ayurveda Loyalist,Very reluctant,1.6,Rarely (once in 3–6 months),0,N/A,8.1,Serum / Oil,Ayurvedic / Herbal,Very Important,Social media / influencer,2736,"Yes, if proven effective",2.4,1
RESP_1299,32,Female,Patna,Tier 2,Student,"₹20,001–₹40,000",Dry,Wheatish,Tropical Humid,Moderately Hard,None,0,1,0,0,0,0,1,0,1,0,3,3,1,1,0,1,0,0,0,1,2.1,Minimalist,Somewhat reluctant,1.4,Occasionally (once a month),0,N/A,6.3,Gel,International Western,Very Important,Dermatologist recommendation,1511,No,3.7,1
RESP_1300,35,Male,Chennai,Tier 1,Student,"Below ₹20,000",Sensitive,Fair,Tropical Humid,Very Hard,Fragrance,0,0,0,0,1,0,1,0,1,1,4,5,1,1,0,0,0,0,0,0,4.7,Convenience Seeker,Very willing,2.4,Very Frequently (weekly),1,No visible results,5.2,Serum / Oil,Indian / Homegrown,Somewhat Important,Brand reputation,1110,Maybe,6.5,1
RESP_1301,19,Female,Agra,Tier 3,Salaried – Private,"₹20,001–₹40,000",Combination,Medium Brown,Tropical Humid,Moderately Hard,Multiple,1,1,0,0,1,0,0,0,0,1,4,3,1,1,0,0,0,0,0,1,2.8,Budget Optimizer,Neutral,4.3,Rarely (once in 3–6 months),0,N/A,7.3,Sheet Mask,International Western,Neutral,Dermatologist recommendation,1651,Maybe,4.2,0
RESP_1302,45,Non-binary / Prefer not to say,Pune,Tier 1,Salaried – Private,"₹70,001–₹1,00,000",Oily,Medium Brown,Arid,Hard,None,1,1,1,1,0,1,0,0,0,1,6,4,1,1,1,0,0,0,0,0,4.0,Ingredient Nerd,Neutral,6.8,Occasionally (once a month),1,Wrong skin type match,3.8,Gel,Indian / Homegrown,Somewhat Important,Online reviews,12047,"Yes, definitely",8.0,1
RESP_1303,19,Female,Ranchi,Tier 3,Salaried – Private,"₹40,001–₹70,000",Normal,Wheatish,Semi-Arid,Hard,Alcohol,0,1,1,0,1,0,1,0,0,1,5,5,1,1,1,0,0,0,1,0,4.9,Convenience Seeker,Somewhat willing,4.7,Rarely (once in 3–6 months),0,N/A,4.0,Lotion,No preference,Somewhat Important,Online reviews,2511,"Yes, if proven effective",5.4,0
RESP_1304,30,Female,Jabalpur,Tier 3,Salaried – Private,"Below ₹20,000",Combination,Medium Brown,Tropical Humid,Very Hard,None,0,1,1,0,0,1,1,0,0,1,5,6,1,1,0,0,0,0,0,0,7.2,Ingredient Nerd,Somewhat willing,5.5,Regularly (2–3 times a month),1,Caused breakouts,5.7,Lotion,Ayurvedic / Herbal,Somewhat Important,Dermatologist recommendation,1490,No,7.5,1
RESP_1305,35,Female,Nagpur,Tier 2,Student,"₹20,001–₹40,000",Normal,Wheatish,Arid,Hard,,1,1,0,0,1,0,0,1,0,0,4,7,1,0,0,1,0,1,0,1,8.6,Convenience Seeker,Neutral,4.0,Regularly (2–3 times a month),1,No visible results,4.4,Cream,Indian / Homegrown,Neutral,Brand reputation,1678,"Yes, if proven effective",9.3,1
RESP_1306,42,Female,Kochi,Tier 2,Salaried – Private,"₹40,001–₹70,000",Dry,Wheatish,Arid,Soft,Sulfates,0,1,0,1,0,1,1,0,1,0,5,5,1,1,1,0,0,1,0,0,7.6,Convenience Seeker,Somewhat willing,2.8,Occasionally (once a month),1,No visible results,4.5,Serum / Oil,Indian / Homegrown,Not Important,Online reviews,1827,No,5.6,0
